순서,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,등록번호,등록일자,발명의명칭,IPC분류,출원인,요약
422,16833644,2020.03.29,20210406968,2021.12.30,20210406968,2021.12.30,,,METHOD AND SYSTEM OF AUTOMATIC BILLING OF TRANSPORTATION SERVICES,"G06Q30/04,G06Q20/10,H04W4/02,H04W4/029",BABU VINOD,"In one aspect, a process for automatic billing of transportation services includes the step of generating a first travel vector for a traveler. The process includes the step of generating a second travel vector for a travel provider. The process includes the step of determining that the traveler's location and movement is synchronized with a travel-service provider within a specified distance threshold. The process includes the step of comparing first travel vector with second travel vector. The process includes the step of determining that the first vector and the second vector are within the specified distance threshold. The process includes the step of measuring the time period that the first vector and the second vector are within the specified distance threshold. The process includes the step of billing the traveler for the time period that the first vector and the second vector are within the specified distance threshold."
423,16917245,2020.06.30,20210403035,2021.12.30,20210403035,2021.12.30,,,SYSTEMS AND METHODS FOR AUTONOMOUS VEHICLE PERFORMANCE EVALUATION,"B60W60/00,G01S19/42,B60W30/095","Woven Planet North America, Inc.,Woven Planet North America, Inc.","Systems, methods, and non-transitory computer-readable media can determine mission data associated with a scenario encountered during operation of a vehicle. A first evaluation of the scenario can be determined by evaluating the mission data using a simulation behavior model based on simulated driving data. A second evaluation of the scenario can be determined by evaluating the mission data using an observed behavior model based on observed driving data. Vehicle performance of an autonomy system of the vehicle can be evaluated based on the first evaluation and the second evaluation."
424,16539312,2019.08.13,,,11208115,2021.12.28,11208115,2021.12.28,"Method of assisting autonomous vehicle, and apparatus therefor","B60W50/08,G05D1/00,B60W50/00","SAMSUNG ELECTRONICS CO., LTD.","A method of assisting an autonomous vehicle includes obtaining first surrounding area information of the vehicle when the vehicle is located at a first distance from a monitored area disposed ahead of the vehicle, providing a first control command for controlling the vehicle to operate in a first operating mode, by using the first surrounding area information, obtaining second surrounding area information of the vehicle when the vehicle has driven toward the monitored area and is located at a second distance less than the first distance from the monitored area, and providing a second control command for controlling the vehicle to operate in a second operating mode, by using the second surrounding area information."
425,16909962,2020.06.23,20210397867,2021.12.23,20210397867,2021.12.23,,,PARTITIONING IMAGES OBTAINED FROM AN AUTONOMOUS VEHICLE CAMERA,"G06K9/32,G06K9/00,G06T7/11,G06T7/70,G01C21/36,B60W60/00","TUSIMPLE, INC.","Image processing techniques are described to select and crop a region of interest from an image obtained from a camera located on or in a vehicle, such as an autonomous semi-trailer truck. The region of interest can be identified by selecting one or more reference points and determining one or more positions of the one or more reference points on the image obtained from the camera. As an example, a location of two reference points may be 500 meters and 1000 meters in front of a location of autonomous vehicle, where the front of the autonomous vehicle is an area towards which the autonomous vehicle is being driven."
426,17462472,2021.08.31,20210397858,2021.12.23,20210397858,2021.12.23,,,DETECTION AND MITIGATION OF INAPPROPRIATE BEHAVIORS OF AUTONOMOUS VEHICLE PASSENGERS,"G06K9/00,G10L15/18,B60W60/00","Cornelius Buerkle,Fabian Oboril,Frederik Pasch,Yin Wei Liew,Say Chuan Tan,Chien Chern Yew,Ralf Graefe,Florian Geissler,Ignacio J. Alvarez","Disclosed herein are systems and methods for detecting and mitigating inappropriate behavior. The systems and methods may include receiving data. Using the data a harassment score and/or classification for a behavior may be determined. Using the harassment score and/or classification, a determination may be made as to when the harassment score and/or classification for the behavior exceeds a threshold. When the threshold is exceeded, a protection system and/or action engine may be activated to mitigate the inappropriate behavior."
427,16909987,2020.06.23,20210398310,2021.12.23,20210398310,2021.12.23,,,DEPTH ESTIMATION IN IMAGES OBTAINED FROM AN AUTONOMOUS VEHICLE CAMERA,"G06T7/70,G06K9/00,G06T7/11,B60W60/00,G01C21/30","TUSIMPLE, INC.","Image processing techniques are described to receive bounding box information that describes a bounding box located around a detected obj ect in an image, determine one or more positions of one or more reference points on the bounding box, determine, for each reference point, 3D world coordinates of a point of intersection of the reference point and the road surface, and assign the 3D world coordinates of the one or more reference points to a location of the detected object."
428,16897263,2020.06.09,20210382814,2021.12.09,20210382814,2021.12.09,,,"COMPUTING HARDWARE AND SOFTWARE DESIGN TESTING AUDITABILITY, INCLUDING FOR CRITICAL CONTROL SYSTEMS, FUNCTIONAL SAFETY, AND AUTONOMOUS VEHICLE COMPONENT CERTIFICATION","G06F11/36,G06F21/57,G06F8/41,G06F9/50,H04L9/06","Methodics, Inc.,Methodics, Inc.","Disclosed is a method, a device, a system and/or a manufacture of computing hardware and software design testing auditability, including for critical control systems, functional safety, and autonomous vehicle component certification. In one embodiment, a system includes a test recording routine that defines a database relation associating a design version within a design dependency graph and a test version. The system includes a design audit interface that generates a first validation request to validate an isolation testing. An isolation validation engine determines that the design version has completed the isolation testing where each design script of the design fileset was executed in a discrete environment. In addition, a reproduction validation engine may also retrieve the design fileset and the runtime environment data, reassemble a workspace data, execute the test script, and compare the result data to a previous result data to validate reproducibility of the testing."
429,16898528,2020.06.11,20210387628,2021.12.16,20210387628,2021.12.16,,,EXTRACTING AGENT INTENT FROM LOG DATA FOR RUNNING LOG-BASED SIMULATIONS FOR EVALUATING AUTONOMOUS VEHICLE SOFTWARE,"B60W40/09,G06F11/34,G06F30/20,B60W60/00",WAYMO LLC,"The disclosure relates to running simulations in order to test software used to control a vehicle in an autonomous driving mode. For instance, logged data may be identified for a simulation. The logged data may have been collected by a first vehicle and may identifying an agent that is a road user. The logged data may be analyzed to identify one or more signals of intent of the agent including a logged path of the agent. One or more characteristics may be identified based on the one or more signals. The simulation may be run using the logged data by replacing the agent with an interactive agent having the one or more characteristics. The interactive agent may be capable of responding to actions performed by a simulated vehicle in the simulation using software for controlling a vehicle in an autonomous driving mode."
430,16399901,2019.04.30,,,11198431,2021.12.14,11198431,2021.12.14,Operational risk assessment for autonomous vehicle control,"B60W30/09,G06K9/00,G05D1/00,B60W30/00,B60W30/095","Retrospect Technology, LLC","Changes in the controlling of an autonomous vehicle are caused based on an operational risk determined for the autonomous vehicle. An operational risk monitor module of the autonomous vehicle uses information about objects detected within an environment in which the autonomous vehicle is located and predicted behaviors of those objects to assess the operational risk of the autonomous vehicle along a planned path. The operational risk is used to determine whether to cause a change in the controlling of the autonomous vehicle, for example, based on a comparison between the operational risk and a previously estimated operational risk or based on a determination that the operational risk exceeds a threshold. The operational risk monitor module transmits a signal to one or more control system modules of the autonomous vehicle to indicate to change the controlling of the autonomous vehicle based on the operational risk."
431,16997981,2020.08.20,20210370950,2021.12.02,20210370950,2021.12.02,,,METHOD AND SYSTEM FOR PROVIDING PERSONALIZED INTERACTIVE ASSISTANCE IN AN AUTONOMOUS VEHICLE,"B60W40/08,G06N3/04,B60W50/12,G06F9/451",Wipro Limited,"Disclosed herein is method and interactive assistance system for providing personalized assistance to a driver or person in an autonomous vehicle. Parameters related to the user and the vehicle are monitored and compared with historical data to determine a deviation in the parameters. An abnormal condition is detected when the deviation is more than an optimal threshold. Further, a personalized interaction is initiated with the user through a selected one of the interactive assistance engine and one or more assistive activities are performed for handling the abnormal condition. In an embodiment, the method of present disclosure enhances both safety and user experience of the user of the autonomous vehicle."
432,16284487,2019.02.25,,,11192430,2021.12.07,11192430,2021.12.07,Controlling sunshades in an autonomous vehicle,"B60R22/00,E05F15/00,G05D1/00,G05D3/00,G06F7/00,G06F17/00,B60J1/20,G05D1/02,G01C22/00","TOYOTA RESEARCH INSTITUTE, INC.",A method for controlling a sunshade of an autonomous vehicle is presented. The method includes determining that current conditions satisfy an activation condition. The method also includes predicting whether a driver will enable a manual mode during the current conditions. The method further includes activating a first sunshade in response to the satisfied activation condition regardless of whether the driver will enable the manual mode. The method still further includes activating a second sunshade in response to the satisfied activation condition when the driver will not enable the manual mode.
433,17402312,2021.08.13,20210374997,2021.12.02,20210374997,2021.12.02,,,METHODS AND SYSTEMS FOR OBTAINING IMAGE DATA OF A VEHICLE FOR AUTOMATIC DAMAGE ASSESSMENT,"G06T7/73,G06Q30/02,G06Q10/10,G06Q40/08","STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY","A system and computer-implemented method for facilitating a user of a mobile device obtaining image data of damage to a vehicle for damage assessment includes capturing image data of a vehicle with the mobile device. The mobile device may include an orientation model for capturing the image data. The captured image data is analyzed, and a determination is made of the orientations of the images of the captured image data. In addition, a determination is made as to whether the captured image data can be used for the damage assessment. The captured image data may then be transmitted to a damage estimator computing device for estimating an amount of damage to the vehicle."
434,17183198,2021.02.23,20210365024,2021.11.25,20210365024,2021.11.25,,,METHOD AND DEVICE FOR POSITIONING UNMANNED VEHICLE,"G05D1/00,G01C21/36,G05D1/02,B60W60/00","BEIJING BAIDU NETCOM SCIENCE TECHNOLOGY CO., LTD.","The embodiments of the present application provide a method and device for positioning unmanned vehicle. The method includes: sending a positioning request to a user terminal, when an abnormal positioning for an unmanned vehicle is detected; receiving auxiliary positioning information returned by the user terminal according to the positioning request, the positioning request including auxiliary positioning information, determining whether a position corresponding to the auxiliary positioning information exceeds a setting range corresponding to an actual position of the unmanned vehicle or not; acquiring environmental information of the unmanned vehicle, when the position corresponding to the auxiliary positioning information does not exceed the setting range corresponding to the actual position of the unmanned vehicle; and adjusting the position corresponding to the auxiliary positioning information according to the environmental information and a pre-stored electronic map."
435,16500308,2019.07.04,20210362739,2021.11.25,20210362739,2021.11.25,,,"APPARATUS FOR GENERATING POSITION DATA, AUTONOMOUS VEHICLE AND METHOD FOR GENERATING POSITION DATA","B60W60/00,G06T7/70,B60W40/12,B60W40/08,B60W50/10",LG Electronics Inc.,"Disclosed is an apparatus for generating position data including a processor which acquires position information of an antenna installed in a vehicle, generates position data of the vehicle based on the position information of the antenna, acquires information about change in an external appearance of the vehicle, and corrects the position data of the vehicle based on the information about the change in the external appearance of the vehicle."
436,17393365,2021.08.03,20210362759,2021.11.25,20210362759,2021.11.25,,,AUTONOMOUS RAIL OR OFF RAIL VEHICLE MOVEMENT AND SYSTEM AMONG A GROUP OF VEHICLES,"B61L27/04,B61L27/00,G01C21/20","Glydways, Inc.","In an example, the autonomous vehicle (“AV”) can be configured among the other vehicles and railway to communicate with a rider on a peer to peer basis to pick up the rider on demand from a location on a track, like a railway, tram or other track, rather than the rider being held hostage to -a fixed, railway schedule. The rider can have an application on his/her cell phone, which tracks each of the AVs. and contact them using the application on the cell phone. In an example, the AV is configured for both on-track and off track operation with different operating parameters for on-track and off track, including speed, degree of autonomy, sensors used etc."
437,17368719,2021.07.06,20210333117,2021.10.28,20210333117,2021.10.28,,,AUTONOMOUS VEHICLE ROUTE PLANNING,"G01C21/34,G05D1/00,G06Q10/02,G06Q50/30","TOYOTA RESEARCH INSTITUTE, INC.,TOYOTA RESEARCH INSTITUTE, INC.","A method for route planning for an autonomous vehicle includes receiving a request to autonomously navigate to a destination. The method also includes identifying a stall factor on a route to the destination prior to departing to the destination, the stall factor delaying a time for arriving at the destination. The method further includes determining whether an occupant of the autonomous vehicle is capable of manually operating the autonomous vehicle in a manual operating mode or a semi-manual operating mode. The method still further includes identifying an alternate route to the destination based on identifying the stall factor and the occupant being incapable of manually operating the autonomous vehicle. The method also includes controlling the autonomous vehicle to drive on the alternate route instead of the route."
438,17364761,2021.06.30,20210325883,2021.10.21,20210325883,2021.10.21,,,IDENTIFYING A ROUTE FOR AN AUTONOMOUS VEHICLE BETWEEN AN ORIGIN AND DESTINATION LOCATION,"G05D1/00,G05D1/02",GM Cruise Holdings LLC,"Described herein are technologies relating to computing a likelihood of an operation-influencing event with respect to an autonomous vehicle at a geographic location. The likelihood of the operation-influencing event is computed based upon a prediction of a value that indicates whether, through a causal process, the operation-influencing event is expected to occur. The causal process is identified by means of a model, which relates spatiotemporal factors and the operation-influencing events."
439,16847634,2020.04.13,20210318685,2021.10.14,20210318685,2021.10.14,,,"AUTONOMOUS ELECTRIC VEHICLE CHARGING OPTIMIZATION BASED ON LOCATION, COST AND SAFETY USING EDGE COMPUTING","G05D1/02,G06F16/29,G06Q10/04,G06Q30/00,G06Q10/06,B60L53/66,G01C21/34,B60L58/12",International Business Machines Corporation,"A method is provided to find an optimal charging station for an electric vehicle travelling along an intended route. Optimality can be based on various factors including relative cost savings, the distance required to detour to a charging station, a station charging level indicating how fast charging takes place, and a safety rating for a charging station. The detour charging station might be a mobile facility. The charging station information is downloaded to the vehicle's navigation system on a regular basis, e.g., daily. Relative cost savings is considered as a percentage of the cost of a reference charging station that is on the route, i.e., that would incur no detour deviation. The detour distance is considered as a percentage of the overall trip distance. An operator of the electric vehicle can set threshold constraints for these factors, and the factors can have different priorities for determining optimality."
440,17195078,2021.03.08,20210312813,2021.10.07,20210312813,2021.10.07,,,OPERATION MANAGEMENT APPARATUS AND OPERATION MANAGEMENT METHOD OF AUTONOMOUS TRAVEL VEHICLE,"G08G1/00,G06Q10/06,G05D1/02,G08G1/127","TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION","An introduction necessity judgment unit judges necessity of introduction of an additional vehicle to a circuit based on a boarding demand on the circuit, and outputs an introduction request command when judging that the introduction is necessary. Upon reception of the introduction request command, an introduction timing determiner outputs an introduction command to the additional vehicle when a maximum value of actual operation intervals of operating vehicles is greater than or equal to an interval threshold determined according to a target velocity, and outputs a hold command to the additional vehicle for putting introduction to the circuit on-hold when the maximum value is less than the interval threshold Dr_th."
441,17193132,2021.03.05,20210312367,2021.10.07,20210312367,2021.10.07,,,OPERATION MANAGEMENT APPARATUS AND OPERATION MANAGEMENT METHOD OF AUTONOMOUS TRAVEL VEHICLE,G06Q10/06,"TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION","A schedule changer executes, as a schedule change process for changing a normal operation schedule, a cut-in change process in which a plurality of operating vehicles are divided into a sequence of an advanced vehicle line group for which a departure target time is advanced from a departure target time determined based on the normal operation schedule, and a sequence of a delayed vehicle line group for which the departure target time is delayed from the departure target time determined based on the normal operation schedule, and an inter-vehicle space between the advanced vehicle line group and the delayed vehicle line group is enlarged for an additional vehicle."
442,17193760,2021.03.05,20210311495,2021.10.07,20210311495,2021.10.07,,,OPERATION MANAGEMENT APPARATUS AND OPERATION MANAGEMENT METHOD OF AUTONOMOUS TRAVEL VEHICLE,"G05D1/02,G07C5/02,G06Q10/06","TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION","When a non-operable notification is output from any of a plurality of operating vehicles, an operation schedule creator creates a substitute vehicle introduction operation schedule based on planned stopping times and a target velocity determined by a normal operation schedule, as an operation schedule to be provided, to each of operating vehicles other than a non-operable vehicle which has output the non-operable notification, when the operating vehicle passes an operation schedule updating location for a first time after the non-operable notification is output."
443,17196446,2021.03.09,20210312812,2021.10.07,20210312812,2021.10.07,,,OPERATION MANAGEMENT APPARATUS AND OPERATION MANAGEMENT METHOD OF AUTONOMOUS TRAVEL VEHICLE,"G08G1/00,G05D1/02","TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION","An operation schedule changer can execute, as a schedule change process for changing a normal operation schedule, an advancing change process, a delay change process, and a cut-in change process. The schedule changer executes one of the advancing change process, the delay change process, or the cut-in change process based on a boarding demand."
444,17194783,2021.03.08,20210309260,2021.10.07,20210309260,2021.10.07,,,AUTOMATIC RUNNING VEHICLE AND OPERATION MANAGEMENT DEVICE FOR AUTOMATIC RUNNING VEHICLE,"B60W60/00,G08G1/00,G06K9/00","TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION",An automatic running vehicle executes regular operation control based on an operation schedule provided from an operation management device. The automatic running vehicle includes an automatic running control unit. The automatic running control unit executes retreat control to move to a retreat position on the predetermined route and stop there upon receipt of a retreat instruction from the operation management device or an immediately following overtaking vehicle.
445,17194560,2021.03.08,20210312356,2021.10.07,20210312356,2021.10.07,,,AUTONOMOUS TRAVEL VEHICLE AND TRAFFIC SYSTEM,"G06Q10/06,G05D1/02,G05D1/00,B60W60/00","TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION","After an evacuating drive for moving a vehicle to an evacuation destination station is performed subsequent to receipt of an operation interruption command, upon receiving an operation restart command while at the evacuation destination station, an operation schedule modifier executes a schedule modification so that, based on an actual operation delay duration with respect to an operation schedule, a travel duration for traveling from the evacuation destination station to an operation schedule updating site is shortened as compared to a corresponding travel duration according to the operation schedule."
446,16411771,2019.05.14,,,11144057,2021.10.12,11144057,2021.10.12,Autonomous versatile vehicle system,"G05D1/00,G05D1/02,B60P3/20,B60N3/16,G06N3/08,G06N7/00,B60N3/10","Ali Ebrahimi Afrouzi,Lukas Fath,Shahin Fathi Djalali,Chen Zhang","Provided is an autonomous versatile robotic chassis, including: a chassis; a set of wheels coupled to the chassis; one or more motors to drive the set of wheels; one or more mounting elements; at least one food equipment coupled to the robotic chassis using the one or more mounting elements; a processor; one or more sensors; a camera; and a tangible, non-transitory, machine readable medium storing instructions that when executed by the processor effectuates operations including: generating, with the processor, a map of an environment; localizing, with the processor, the robotic chassis; receiving, with the processor, a request for delivery of a food item to a first location; generating, with the processor, a movement path to the first location from a current location; and instructing, with the processor, the robotic chassis to transport the food item to the first location by navigating along the movement path."
447,17194570,2021.03.08,20210309249,2021.10.07,20210309249,2021.10.07,,,OPERATION MANAGEMENT DEVICE FOR AUTOMATIC RUNNING VEHICLE AND AUTOMATIC RUNNING VEHICLE,"B60W60/00,B60W30/18,G08G1/123,G06K9/00","TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA,DENSO CORPORATION","An operating situation obtaining unit obtains the operating situation information of a plurality of operating vehicles along a predetermined route. A delayed vehicle extraction unit extracts a delayed vehicle that is delayed in actual operation relative to the operation schedule from among the plurality of operating vehicles, based on the operating situation information of the respective operating vehicles. An overtaking instruction unit outputs an overtaking instruction to overtake the delayed vehicle to a following vehicle that immediately follows the delayed vehicle."
448,17235365,2021.04.20,20210302165,2021.09.30,20210302165,2021.09.30,,,IMU DATA OFFSET COMPENSATION FOR AN AUTONOMOUS VEHICLE,"G01C21/16,G05D1/02,G01C21/30,G01C25/00,G01S17/86,G01S17/931","UATC, LLC","A sensor data processing system for an autonomous vehicle receives inertial measurement unit (IMU) data from one or more IMUs of the autonomous vehicle. Based at least in part on the IMU data, the system identifies an IMU data offset from a deficient IMU of the one or more IMUs, and generates an offset compensation transform to compensate for the IMU data offset from the deficient IMU. The system dynamically executes the offset compensation transform on the IMU data from the deficient IMU to dynamically compensate for the IMU data offset."
449,17341992,2021.06.08,20210295461,2021.09.23,20210295461,2021.09.23,,,SHARED VEHICLE SERVICE PROVIDING METHOD PERFORMED BY SERVER COMMUNICATING WITH USER DEVICE OF PASSENGER AND AUTONOMOUS VEHICLE,"G06Q50/30,H04L29/08,G01C21/34,G08G1/00,G06Q30/00,B60W60/00,G08G1/133","SOS Lab Co., Ltd.","According to an aspect of the present disclosure, provided is a shared vehicle service providing method based on a shared vehicle management server communicating with a shared vehicle and a user device. Also provided is a shared vehicle service providing method for managing an article of a shared vehicle user on the basis of a shared vehicle management server. More specifically, provided is a shared vehicle service providing method in which a shared vehicle management server manages dispatch of a shared vehicle and an article of a user on the basis of data acquired from the shared vehicle and a user device."
450,17092845,2020.11.09,20210271250,2021.09.02,20210271250,2021.09.02,,,AUTONOMOUS DRIVING SYSTEM EMERGENCY SIGNALING,"G05D1/02,B60Q9/00","Tesla, Inc.","A vehicular autonomous driving system includes a time division multiplexed (TDM) bus, an autonomous driving (AD) controller coupled to the TDM bus, and a plurality of AD sensors coupled to the TDM bus. The AD sensors are configured to collect AD data and transmit collected AD data to the AD controller on the TDM bus in an assigned time slot at a first power level. A first AD sensor of the plurality of AD sensors is configured to, based upon collected AD data, detect an AD emergency event. In response to the detection, the first AD sensor is configured to transmit an AD emergency message on the TDM bus in a non-assigned time slot and at a second power level that exceeds the first power level. The AD sensor may transmit the AD emergency message in a particular sub-slot of the non-assigned time slot."
451,16522179,2019.07.25,,,11100591,2021.08.24,11100591,2021.08.24,Autonomous vehicle operation feature usage recommendations,"G06Q40/08,G06Q40/04,G06Q40/06,G06Q10/10,H04W4/029",STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,"Methods and systems for monitoring use, determining risk, and recommending usage levels of one or more autonomous (and/or semi-autonomous) operation features of a vehicle are provided. According to certain aspects, operating data from sensors within the vehicle may be used to determine risks associated with use of the features, which may include use at particular levels or with certain settings. The operating data may further be used to determine optimal or suggested use levels for the features. When the actual and suggested use levels differ, an alert may be generated and presented to the vehicle operator indicating suggested changes. The vehicle operator may then change the use levels or select an option to change the usage to the suggested use levels. The response of the vehicle operator may be used to determine or adjust aspects of an insurance policy associated with the vehicle."
452,16299510,2019.03.12,,,11100347,2021.08.24,11100347,2021.08.24,Photometric stereo object detection for articles left in an autonomous vehicle,"G06K9/00,G06K9/46,G06K9/62,H04W4/40,G06T7/586","FORD GLOBAL TECHNOLOGIES, LLC","Abandoned articles left by a user departing from an autonomous vehicle are automatically detected by capturing image data including a plurality of diversely-illuminated images of a target area within a passenger cabin of the vehicle. A plurality of normal vectors are determined for respective pixels representing the target area in a normal extractor based on the images. A normal-driven map is stored in a first array in response to the plurality of normal vectors. A baseline map is stored in a second array compiled from baseline images of the target area in a nominal clean state. Differences between the normal-driven map and the baseline map indicative of an object not present in the clean state are detected in a comparator. Difficult to detect objects can be found using a single, fixed camera."
453,16824258,2020.03.19,20210266295,2021.08.26,20210266295,2021.08.26,,,Deterministic Container-Based Network Configurations for Autonomous Vehicles,H04L29/06,"UATC, LLC","Systems and methods for operating autonomous vehicle devices in a network according to a network configuration are discussed. The network can include a plurality of pods configured to run on the one or more host computing devices. The network can include one or more containers encapsulated by each of the plurality of pods. The network can include one or more communication links configured to provide communications among the plurality of network devices. For instance, the one or more communication links can include one or more intranetwork links configured to provide communication between the plurality of pods. The network can include a firewall comprising one or more firewall rules. The one or more firewall rules can be configured to allow communications along the one or more communication links and block communications along some or all connections other than the one or more communication links."
454,17306449,2021.05.03,20210264794,2021.08.26,20210264794,2021.08.26,,,COOPERATIVE ADAPTIVE CRUISE CONTROL (CACC) SYSTEM FOR CONTROL OF CONNECTED AND AUTONOMOUS VEHICLE (CAV) PLATOONS,"G08G1/00,B60W30/16,B60W30/09","Intel Corporation,Intel Corporation","Techniques are disclosed to increase the safety of vehicles travelling in a vehicle platoon. These techniques include the utilization of a comprehensive safety framework such as a safety driving model (SDM) for the platoon control systems. In contrast to the conventional approaches, the use of the SDM model allows for platoon vehicle control systems to consider the acceleration/deceleration capabilities of the vehicles to calculate minimum safe longitudinal distances between the platoon vehicles. The disclosed techniques may utilize the periodicity of platoon messages as well as other parameters to improve upon platoon vehicle control and safety."
455,16972591,2019.06.08,20210237752,2021.08.05,20210237752,2021.08.05,,,"METHOD FOR OPERATING AN AUTONOMOUS VEHICLE, AND AUTONOMOUS VEHICLE","B60W50/038,G07C5/00,B60W30/09,B60W50/04,B60W50/023","Robert Bosch GmbH,Robert Bosch GmbH","A method for operating an autonomous vehicle. The method includes the transmission of status data to a processing unit, which is independent of the autonomous vehicle, using a wireless communications link. The method furthermore includes monitoring of the function of the autonomous vehicle by the independent processing unit while taking the status data into account, and when a malfunction of the autonomous vehicle is detected, the independent processing unit determines target data for guiding the autonomous vehicle to a stopping position. The target data are transmitted to the autonomous vehicle, and the autonomous vehicle is guided to the stopping position with the aid of the target data. A position of the autonomous vehicle is determined using signals from the wireless communications link and is taken into account when determining the target data."
456,16358206,2019.03.19,,,11086322,2021.08.10,11086322,2021.08.10,Identifying a route for an autonomous vehicle between an origin and destination location,"G05D1/00,G05D1/02",GM Cruise Holdings LLC,"Described herein are technologies relating to computing a likelihood of an operation-influencing event with respect to an autonomous vehicle at a geographic location. The likelihood of the operation-influencing event is computed based upon a prediction of a value that indicates whether, through a causal process, the operation-influencing event is expected to occur. The causal process is identified by means of a model, which relates spatiotemporal factors and the operation-influencing events."
457,16286294,2019.02.26,,,11079765,2021.08.03,11079765,2021.08.03,"Methods for communicating state, intent, and context of an autonomous vehicle","B60Q1/26,G05D1/02,G05D1/00,B60Q1/52,B60Q5/00,B60Q1/50,B60Q1/46",Direct Current Capital LLC,"One variation of a method for communicating state, intent, and context of an autonomous vehicle includes: at a first time, displaying a first icon representing a current state of a vehicle on a rear-facing visual display arranged on the vehicle; navigating toward an intersection; at a second time, detecting a state of the intersection ahead of the vehicle; rendering a second icon representing the state of the intersection at the second time on the rear-facing visual display; detecting a change in the state of the intersection at a third time succeeding the second time; selecting a next navigation action for the vehicle responsive to the change in the state of the intersection at the third time; prior to executing the next navigation action, rendering a third icon representing the next navigation action on the rear-facing visual display; and autonomously executing the next navigation action."
458,16817455,2020.03.12,,,11084512,2021.08.10,11084512,2021.08.10,Autonomous rail or off rail vehicle movement and system among a group of vehicles,"B61L27/04,B61L27/00,G01C21/20",Vinod Khosla,"In an example, the autonomous vehicle (“AV”) can be configured among the other vehicles and railway to communicate with a rider on a peer to peer basis to pick up the rider on demand from a location on a track, like a railway, tram or other track, rather than the rider being held hostage to -a fixed, railway schedule. The rider can have an application on his/her cell phone, which tracks each of the AVs. and contact them using the application on the cell phone. In an example, the AV is configured for both on-track and off track operation with different operating parameters for on-track and off track, including speed, degree of autonomy, sensors used etc."
459,16895373,2020.06.08,,,11080794,2021.08.03,11080794,2021.08.03,Autonomous vehicle technology effectiveness determination for insurance pricing,"G06Q40/08,G07C5/08,H04W4/90,H04W4/44,H04L29/08,B60W40/09,G08G1/005,G08G1/16,G08G1/0967,G08G1/14,G08B21/06,B60W30/16,G08G1/00,G06K9/00,G08B25/08,G06F30/20,G06Q40/04,G06Q10/06,B60Q9/00,G06Q20/08,B60R21/00,G05B15/02,H04W4/46,B60W40/08,G01S19/13,G06Q50/30",State Farm Mutual Automobile Insurance Company,"Methods and systems for determining the effectiveness of one or more autonomous (and/or semi-autonomous) operation features of a vehicle are provided. According to certain aspects, information regarding autonomous operation features of the vehicle may be used to determine an effectiveness metric indicative of the ability of each autonomous operation feature to avoid or mitigate accidents or other losses. The information may include operating data from the vehicle or other vehicles having similar autonomous operation features, test data, or loss data from other vehicles. The determined effectiveness metric may then be used to determine part or all of an insurance policy, which may be reviewed by an insured and updated based upon the effectiveness metric."
460,17214828,2021.03.27,20210216792,2021.07.15,20210216792,2021.07.15,,,SYSTEM AND METHOD FOR INSTANCE-LEVEL LANE DETECTION FOR AUTONOMOUS VEHICLE CONTROL,"G06K9/00,G06K9/46,G06K9/62,G06N20/00,G06N3/04,G06N3/08","TuSimple, Inc.","A system and method for instance-level lane detection for autonomous vehicle control are disclosed. A particular embodiment includes: receiving image data from an image data collection system associated with an autonomous vehicle; performing an operational phase comprising extracting roadway lane marking features from the image data, causing a plurality of trained tasks to execute concurrently to generate instance-level lane detection results based on the image data, the plurality of trained tasks having been individually trained with different features of training image data received from a training image data collection system and corresponding ground truth data, the training image data and the ground truth data comprising data collected from real-world traffic scenarios; causing the plurality of trained tasks to generate task-specific predictions of feature characteristics based on the image data and to generate corresponding instance-level lane detection results; and providing the instance-level lane detection results to an autonomous vehicle subsystem of the autonomous vehicle."
